created_at,user_id,session_id,device_id,attempt_index,char_id,response_time,press_duration,retry_count,prev_accuracy,prev_mastery,hint_count,session_number,difficulty_level,time_since_last_practice,prev_confidence,current_streak,wrong_streak,prev_mistakes,teaching_action,confidence_state,expected_pattern,entered_pattern,is_correct,press_order,source,is_synthetic,spec_version,braille_map_verified
2026-03-06T18:35:04.894905+00:00,SYN000,syn_SYN000_1,synth_dev_0,0,29.0,1111.5501726111438,73.3481500244758,0.0,0.0,0.0,0.0,1.0,1.0,604800.0,1.0,0.0,1.0,0.0,0,1,46,42,False,"[4, 2, 6]",synthetic,True,2,True
2026-03-06T18:35:15.666540+00:00,SYN000,syn_SYN000_1,synth_dev_0,1,29.0,1656.714906558292,60.69192241975316,1.0,0.0,0.0,0.0,1.0,1.0,10.771634765625,1.0,1.0,0.0,1.0,2,1,46,46,True,"[3, 6, 2, 4]",synthetic,True,2,True
2026-03-06T18:35:23.563131+00:00,SYN000,syn_SYN000_1,synth_dev_0,2,26.0,5377.630211709292,107.25902995774933,0.0,0.0,0.0,0.0,1.0,1.0,604800.0,1.0,0.0,1.0,0.0,0,1,30,26,False,"[2, 5, 4]",synthetic,True,2,True
2026-03-06T18:35:29.559137+00:00,SYN000,syn_SYN000_1,synth_dev_0,3,26.0,1021.1664704135773,59.43896574443451,1.0,0.0,0.0,0.0,1.0,1.0,5.996006103515625,1.0,1.0,0.0,1.0,2,1,30,30,True,"[2, 5, 3, 4]",synthetic,True,2,True
2026-03-06T18:35:36.008340+00:00,SYN000,syn_SYN000_1,synth_dev_0,4,4.0,5387.692942928154,68.02442952495812,0.0,0.0,0.0,0.0,1.0,1.0,604800.0,1.0,0.0,1.0,0.0,0,1,37,41,False,"[6, 1, 4]",synthetic,True,2,True
2026-03-06T18:35:42.081251+00:00,SYN000,syn_SYN000_1,synth_dev_0,5,4.0,2846.674995960111,141.4055156108022,1.0,0.0,0.0,0.0,1.0,1.0,6.0729111328125,1.0,0.0,2.0,1.0,1,1,37,5,False,"[1, 3]",synthetic,True,2,True
2026-03-06T18:35:49.337928+00:00,SYN000,syn_SYN000_1,synth_dev_0,6,4.0,2888.0798030096676,60.578886262577555,2.0,0.0,0.0,1.0,1.0,1.0,7.256677001953125,1.0,0.0,3.0,2.0,1,2,37,35,False,"[2, 6, 1]",synthetic,True,2,True
2026-03-06T18:35:59.960870+00:00,SYN000,syn_SYN000_1,synth_dev_0,7,4.0,1864.4315607892402,95.17456473311498,3.0,0.0,0.0,2.0,1.0,1.0,10.622942138671876,2.0,0.0,4.0,3.0,1,2,37,33,False,"[1, 6]",synthetic,True,2,True
2026-03-06T18:36:06.504341+00:00,SYN000,syn_SYN000_1,synth_dev_0,8,4.0,3109.845422171368,66.49314260881151,0.0,0.0,0.0,0.0,1.0,1.0,6.543470703125,2.0,0.0,5.0,4.0,0,1,37,33,False,"[1, 6]",synthetic,True,2,True
2026-03-06T18:36:15.103447+00:00,SYN000,syn_SYN000_1,synth_dev_0,9,4.0,5133.509056730195,72.58566629951389,1.0,0.0,0.0,0.0,1.0,1.0,8.599106201171875,1.0,1.0,0.0,5.0,2,1,37,37,True,"[6, 3, 1]",synthetic,True,2,True
2026-03-06T18:36:19.356238+00:00,SYN000,syn_SYN000_1,synth_dev_0,10,4.0,1206.6355646035013,199.80490049110372,0.0,0.16666666666666666,0.25,0.0,1.0,1.0,4.252790771484375,1.0,2.0,0.0,5.0,2,0,37,37,True,"[6, 1, 3]",synthetic,True,2,True
2026-03-06T18:36:29.744817+00:00,SYN000,syn_SYN000_1,synth_dev_0,11,36.0,795.5450807129388,89.2952558109477,0.0,0.0,0.0,0.0,1.0,1.0,604800.0,1.0,0.0,1.0,0.0,0,1,61,17,False,"[1, 5]",synthetic,True,2,True
2026-03-06T18:36:35.321389+00:00,SYN000,syn_SYN000_1,synth_dev_0,12,36.0,4487.861965500579,166.86025961542703,1.0,0.0,0.0,0.0,1.0,1.0,5.57657177734375,1.0,1.0,0.0,1.0,2,1,61,61,True,"[3, 6, 5, 1, 4]",synthetic,True,2,True
2026-03-06T18:36:38.939114+00:00,SYN000,syn_SYN000_1,synth_dev_0,13,42.0,1475.259660999409,171.54406249811507,0.0,0.0,0.0,0.0,1.0,1.0,604800.0,1.0,0.0,1.0,0.0,0,1,19,44,False,"[6, 3, 4]",synthetic,True,2,True
2026-03-06T18:36:52.865895+00:00,SYN000,syn_SYN000_1,synth_dev_0,14,42.0,1453.3570517520716,72.4251182976339,1.0,0.0,0.0,0.0,1.0,1.0,13.926781005859375,1.0,1.0,0.0,1.0,2,1,19,19,True,"[1, 2, 5]",synthetic,True,2,True
2026-03-06T18:36:59.014308+00:00,SYN000,syn_SYN000_1,synth_dev_0,15,24.0,5054.411230660367,262.18264146723465,0.0,0.0,0.0,0.0,1.0,1.0,604800.0,1.0,0.0,1.0,0.0,0,1,63,62,False,"[4, 6, 5, 2, 3]",synthetic,True,2,True
2026-03-06T18:37:11.333192+00:00,SYN000,syn_SYN000_1,synth_dev_0,16,24.0,2160.6178819567203,71.41189234988808,1.0,0.0,0.0,0.0,1.0,1.0,12.31888427734375,1.0,1.0,0.0,1.0,2,1,63,63,True,"[4, 3, 2, 6, 1, 5]",synthetic,True,2,True
2026-03-06T18:37:22.070173+00:00,SYN000,syn_SYN000_1,synth_dev_0,17,10.0,9591.439473275144,44.03495461929995,0.0,0.0,0.0,0.0,1.0,1.0,604800.0,1.0,1.0,0.0,0.0,2,2,42,42,True,"[6, 4, 2]",synthetic,True,2,True
2026-03-06T18:37:33.686056+00:00,SYN000,syn_SYN000_1,synth_dev_0,18,35.0,1574.3731682228586,67.14582549018358,0.0,0.0,0.0,0.0,1.0,1.0,604800.0,1.0,0.0,1.0,0.0,0,1,13,9,False,"[1, 4]",synthetic,True,2,True
2026-03-06T19:48:41.556324+00:00,SYN000,syn_SYN000_2,synth_dev_0,0,6.0,5421.011763534245,101.27863345812074,0.0,0.0,0.0,0.0,2.0,1.0,604800.0,1.0,1.0,0.0,0.0,2,1,23,23,True,"[5, 3, 1, 2]",synthetic,True,2,True
2026-03-06T19:48:46.962400+00:00,SYN000,syn_SYN000_2,synth_dev_0,1,49.0,2534.884672392089,62.724069565902866,0.0,0.0,0.0,0.0,2.0,1.0,604800.0,1.0,0.0,1.0,0.0,0,1,4,63,False,"[1, 5, 4, 6, 2, 3]",synthetic,True,2,True
2026-03-06T19:48:55.859438+00:00,SYN000,syn_SYN000_2,synth_dev_0,2,49.0,1544.3807702811011,57.07406937092572,1.0,0.0,0.0,0.0,2.0,1.0,8.8970380859375,1.0,1.0,0.0,1.0,2,1,4,4,True,[3],synthetic,True,2,True
2026-03-06T19:49:05.741522+00:00,SYN000,syn_SYN000_2,synth_dev_0,3,5.0,1488.8276275762396,54.611870397513485,0.0,0.0,0.0,0.0,2.0,1.0,604800.0,1.0,0.0,1.0,0.0,0,1,51,59,False,"[6, 2, 1, 5, 4]",synthetic,True,2,True
2026-03-06T19:49:12.970928+00:00,SYN000,syn_SYN000_2,synth_dev_0,4,5.0,4673.729294776268,71.59902668576099,1.0,0.0,0.0,0.0,2.0,1.0,7.229406005859375,1.0,1.0,0.0,1.0,2,1,51,51,True,"[1, 6, 5, 2]",synthetic,True,2,True
2026-03-06T19:49:17.390731+00:00,SYN000,syn_SYN000_2,synth_dev_0,5,42.0,2381.9669835365085,83.94773235805893,0.0,0.5,0.25,0.0,2.0,1.0,4344.52483618164,1.0,2.0,0.0,1.0,2,0,19,19,True,"[5, 1, 2]",synthetic,True,2,True
2026-03-06T19:49:30.445967+00:00,SYN000,syn_SYN000_2,synth_dev_0,6,32.0,1975.128879849037,98.04732342538983,0.0,0.0,0.0,0.0,2.0,1.0,604800.0,1.0,0.0,1.0,0.0,0,1,22,6,False,"[3, 2]",synthetic,True,2,True
2026-03-06T19:49:44.394284+00:00,SYN000,syn_SYN000_2,synth_dev_0,7,32.0,1190.365459555413,97.62993719280581,1.0,0.0,0.0,0.0,2.0,1.0,13.94831689453125,1.0,1.0,0.0,1.0,2,1,22,22,True,"[3, 5, 2]",synthetic,True,2,True
2026-03-06T19:49:56.522395+00:00,SYN000,syn_SYN000_2,synth_dev_0,8,9.0,7384.553264688883,76.15718135801721,0.0,0.0,0.0,0.0,2.0,1.0,604800.0,1.0,1.0,0.0,0.0,2,2,21,21,True,"[3, 5, 1]",synthetic,True,2,True
2026-03-06T19:50:10.441701+00:00,SYN000,syn_SYN000_2,synth_dev_0,9,5.0,14990.0,136.6627390113537,0.0,0.5,0.25,0.0,2.0,1.0,57.47077294921875,1.0,0.0,1.0,1.0,0,2,51,60,False,"[6, 3, 5, 4]",synthetic,True,2,True
2026-03-06T19:50:17.966591+00:00,SYN000,syn_SYN000_2,synth_dev_0,10,5.0,2739.189603945541,22.724412820216326,1.0,0.3333333333333333,0.1625,0.0,2.0,1.0,7.524889892578125,2.0,1.0,0.0,2.0,2,1,51,51,True,"[5, 6, 2, 1]",synthetic,True,2,True
2026-03-06T19:50:26.428936+00:00,SYN000,syn_SYN000_2,synth_dev_0,11,8.0,9334.242652452614,137.07336301707505,0.0,0.0,0.0,0.0,2.0,1.0,604800.0,1.0,1.0,0.0,0.0,2,2,12,12,True,"[3, 4]",synthetic,True,2,True
2026-03-06T19:50:29.802818+00:00,SYN000,syn_SYN000_2,synth_dev_0,12,38.0,1741.1588759986653,126.0938709363162,0.0,0.0,0.0,0.0,2.0,1.0,604800.0,1.0,0.0,1.0,0.0,0,1,7,23,False,"[2, 1, 5, 3]",synthetic,True,2,True
2026-03-06T19:50:39.147590+00:00,SYN000,syn_SYN000_2,synth_dev_0,13,38.0,2326.311641662628,54.0221313442385,1.0,0.0,0.0,0.0,2.0,1.0,9.344771728515624,1.0,1.0,0.0,1.0,2,1,7,7,True,"[1, 2, 3]",synthetic,True,2,True
2026-03-06T19:50:43.773789+00:00,SYN000,syn_SYN000_2,synth_dev_0,14,15.0,3008.481720791945,42.366873112667676,0.0,0.0,0.0,0.0,2.0,1.0,604800.0,1.0,0.0,1.0,0.0,0,1,44,12,False,"[4, 3]",synthetic,True,2,True
2026-03-06T19:50:47.160306+00:00,SYN000,syn_SYN000_2,synth_dev_0,15,15.0,14990.0,136.93557221425408,1.0,0.0,0.0,0.0,2.0,1.0,3.38651708984375,1.0,1.0,0.0,1.0,2,2,44,44,True,"[4, 3, 6]",synthetic,True,2,True
2026-03-06T19:50:59.570317+00:00,SYN000,syn_SYN000_2,synth_dev_0,16,33.0,514.2789777419741,85.01130341144024,0.0,0.0,0.0,0.0,2.0,1.0,604800.0,1.0,1.0,0.0,0.0,2,0,3,3,True,"[2, 1]",synthetic,True,2,True
2026-03-06T19:51:05.204257+00:00,SYN000,syn_SYN000_2,synth_dev_0,17,41.0,2104.9923009309246,91.61556624401044,0.0,0.0,0.0,0.0,2.0,1.0,604800.0,1.0,0.0,1.0,0.0,0,1,14,12,False,"[4, 3]",synthetic,True,2,True
2026-03-07T23:51:20.103982+00:00,SYN000,syn_SYN000_3,synth_dev_0,0,0.0,5549.43206536846,135.261261322503,0.0,0.0,0.0,0.0,3.0,1.0,604800.0,1.0,0.0,1.0,0.0,0,1,1,60,False,"[3, 6, 5, 4]",synthetic,True,2,True
2026-03-07T23:51:31.771781+00:00,SYN000,syn_SYN000_3,synth_dev_0,1,0.0,4055.9879258386363,108.257968810941,1.0,0.0,0.0,0.0,3.0,1.0,11.667799072265625,1.0,1.0,0.0,1.0,2,1,1,1,True,[1],synthetic,True,2,True
2026-03-07T23:51:44.359620+00:00,SYN000,syn_SYN000_3,synth_dev_0,2,41.0,7432.461271119373,74.17219862174535,0.0,0.0,0.0,0.0,3.0,1.0,100836.0982770996,1.0,0.0,3.0,2.0,0,2,14,30,False,"[3, 4, 5, 2]",synthetic,True,2,True
2026-03-07T23:51:51.792712+00:00,SYN000,syn_SYN000_3,synth_dev_0,3,41.0,1115.9595578864312,102.25695241551094,1.0,0.0,0.0,0.0,3.0,1.0,7.433091796875,2.0,1.0,0.0,3.0,2,1,14,14,True,"[3, 2, 4]",synthetic,True,2,True
2026-03-07T23:51:58.551922+00:00,SYN000,syn_SYN000_3,synth_dev_0,4,12.0,5292.142721018051,109.44576436549448,0.0,0.0,0.0,0.0,3.0,1.0,604800.0,1.0,1.0,0.0,0.0,2,1,45,45,True,"[1, 3, 6, 4]",synthetic,True,2,True
