created_at,user_id,session_id,device_id,attempt_index,char_id,response_time,press_duration,retry_count,prev_accuracy,prev_mastery,hint_count,session_number,difficulty_level,time_since_last_practice,prev_confidence,current_streak,wrong_streak,prev_mistakes,teaching_action,confidence_state,expected_pattern,entered_pattern,is_correct,press_order,source,is_synthetic,spec_version,braille_map_verified
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,0,37,955.1,139.6,0,0.7186,0.5773,0,9,4,70557.69211312878,0,6,0,2,2,0,37,37,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,1,44,1575.8,76.0,0,0.8304,0.763,0,2,4,32981.74692658556,0,4,0,7,2,0,5,5,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,2,22,828.3,49.3,0,0.6,0.623,0,2,1,81638.85398912705,0,1,0,8,2,0,49,49,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,3,23,884.5,98.9,0,0.9992,0.6124,0,13,4,7230.349101328067,0,2,0,10,2,0,32,32,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,4,44,1598.6,115.4,0,0.6,0.7085,0,5,3,33971.211285250516,0,10,0,6,2,0,52,52,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,5,8,2026.0,37.6,0,0.7175,0.5562,0,13,1,40206.28500387797,0,2,0,3,2,0,48,48,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,6,38,1865.1,98.1,0,0.6,0.5246,0,5,1,33068.436811404594,0,5,0,14,2,0,29,29,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,7,38,628.4,143.6,0,0.6,0.6952,0,14,3,63325.621104512065,0,8,0,16,2,0,25,25,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,8,21,502.1,96.5,0,0.857,0.6376,0,1,3,9590.97287404453,0,7,0,5,2,0,44,44,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,9,5,865.5,115.6,0,0.7748,0.516,0,12,2,25474.65416257936,0,4,0,13,2,0,56,56,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,10,15,1939.3,56.5,0,0.9813,0.6518,0,2,4,72362.88332530991,0,6,0,6,2,0,60,60,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,11,18,977.9,98.7,0,0.6729,0.578,0,10,4,52790.70282249225,0,8,0,13,2,0,54,54,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,12,5,2072.5,55.3,0,0.7009,0.6273,0,2,3,50727.30387549571,0,3,0,12,2,0,37,37,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,13,26,553.4,152.1,0,0.8754,0.6672,0,7,3,28443.05810574464,0,10,0,11,2,0,42,42,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,14,9,1097.7,56.3,0,0.8452,0.611,0,14,1,12123.590250060171,0,2,0,10,2,0,60,60,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,15,19,739.3,136.0,0,0.9361,0.5825,0,14,5,42755.72546659821,0,4,0,6,2,0,38,38,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,16,0,745.2,45.6,0,0.6486,0.5769,0,2,2,54055.64438407581,0,10,0,12,2,0,57,57,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,17,24,1804.4,120.7,0,0.923,0.528,0,1,4,79346.0846243133,0,6,0,3,2,0,6,6,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,18,19,1155.3,53.5,0,0.7338,0.5,0,10,1,30269.461964506365,0,3,0,7,2,0,33,33,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,19,6,1045.2,231.0,0,0.9172,0.5629,0,14,3,34176.91909171626,0,8,0,13,2,0,57,57,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,20,39,2190.0,98.3,0,0.8759,0.6959,0,14,4,25424.306594189115,0,7,0,0,2,0,12,12,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,21,8,1100.1,127.8,0,0.8456,0.6796,0,2,3,75931.47385414313,0,2,0,13,2,0,57,57,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,22,8,751.1,83.4,0,0.8015,0.6217,0,12,1,23960.759312919974,0,2,0,13,2,0,8,8,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,23,9,702.7,74.7,0,0.7057,0.5317,0,13,3,2936.6764082910377,0,7,0,11,2,0,33,33,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,24,35,1543.3,81.8,0,0.6637,0.5366,0,12,4,70331.6041182652,0,5,0,8,2,0,39,39,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,25,45,2124.1,82.2,0,0.8144,0.5,0,15,2,58107.8586712853,0,3,0,5,2,0,44,44,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,26,39,863.8,110.5,0,0.9418,0.5287,0,4,2,73911.35684485362,0,6,0,0,2,0,45,45,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,27,7,1369.8,97.6,0,0.874,0.531,0,11,2,46013.60615744896,0,5,0,2,2,0,16,16,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,28,0,1599.1,57.7,0,0.7487,0.6376,0,6,5,28636.032838620707,0,10,0,0,2,0,17,17,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,29,3,1067.5,94.1,0,0.9931,0.5428,0,13,1,60833.473617392396,0,4,0,5,2,0,1,1,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,30,4,2500,184.4,0,1.0,0.6808,0,2,3,4570.06693988555,0,6,0,18,2,0,56,56,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,31,46,929.5,265.3,0,1.0,0.5,0,12,4,69830.73881441787,0,6,0,3,2,0,22,22,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,32,37,889.0,44.4,0,1.0,0.7689,0,8,1,32965.60271772303,0,2,0,20,2,0,1,1,True,,synthetic,True,2,True
2026-09-17T13:56:41.483705+00:00,synthetic,synth_gen_CONFIDENT_NORMAL,synthetic,33,33,1055.6,66.0,0,0.8957,0.6956,0,9,3,20757.477687705396,0,10,0,0,2,0,60,60,True,,synthetic,True,2,True
